exp_title;exp_author;exp_version;alfred_version;element_type;name;label_top;label_left;label_right;label_bottom;force_input;default;placeholder;prefix;suffix;description;tree;page_title;unlinked;n_choices;choice1;choice2;choice3;choice4;choice5;choice6;choice7;ndecimals;decimal_signs;min;max;regex_pattern
Acc_MC_lab_test;jrollwage;1.0;2.3.2;SubmittingButtons;consent;;;;;False;;;;;;_content.ExpSection.InformedConsentPage;Einverständniserklärung;False;2;Ablehnen;Akzeptieren;;;;;;;;;;
Acc_MC_lab_test;jrollwage;1.0;2.3.2;SingleChoiceBar;initialSTAI_S_01;;Ich bin ruhig.;;;True;;;;;;_content.ExpSection.InstructionSection.initial;Bevor es los geht;False;4;überhaupt nicht <br> 1;ein wenig <br> 2;ziemlich <br> 3;sehr <br> 4;;;;;;;;
Acc_MC_lab_test;jrollwage;1.0;2.3.2;SingleChoiceBar;initialSTAI_S_02;;Ich fühle mich geborgen.;;;True;;;;;;_content.ExpSection.InstructionSection.initial;Bevor es los geht;False;4;überhaupt nicht <br> 1;ein wenig <br> 2;ziemlich <br> 3;sehr <br> 4;;;;;;;;
Acc_MC_lab_test;jrollwage;1.0;2.3.2;SingleChoiceBar;initialSTAI_S_03;;Ich fühle mich angespannt.;;;True;;;;;;_content.ExpSection.InstructionSection.initial;Bevor es los geht;False;4;überhaupt nicht <br> 1;ein wenig <br> 2;ziemlich <br> 3;sehr <br> 4;;;;;;;;
Acc_MC_lab_test;jrollwage;1.0;2.3.2;SingleChoiceBar;initialSTAI_S_04;;Ich bin bekümmert.;;;True;;;;;;_content.ExpSection.InstructionSection.initial;Bevor es los geht;False;4;überhaupt nicht <br> 1;ein wenig <br> 2;ziemlich <br> 3;sehr <br> 4;;;;;;;;
Acc_MC_lab_test;jrollwage;1.0;2.3.2;SingleChoiceBar;initialSTAI_S_05;;Ich fühle mich ungezwungen.;;;True;;;;;;_content.ExpSection.InstructionSection.initial;Bevor es los geht;False;4;überhaupt nicht <br> 1;ein wenig <br> 2;ziemlich <br> 3;sehr <br> 4;;;;;;;;
Acc_MC_lab_test;jrollwage;1.0;2.3.2;SingleChoiceBar;initialSTAI_S_06;;Ich bin aufgeregt.;;;True;;;;;;_content.ExpSection.InstructionSection.initial;Bevor es los geht;False;4;überhaupt nicht <br> 1;ein wenig <br> 2;ziemlich <br> 3;sehr <br> 4;;;;;;;;
Acc_MC_lab_test;jrollwage;1.0;2.3.2;SingleChoiceBar;initialSTAI_S_07;;Ich bin besorgt, dass etwas schiefgehen könnte.;;;True;;;;;;_content.ExpSection.InstructionSection.initial;Bevor es los geht;False;4;überhaupt nicht <br> 1;ein wenig <br> 2;ziemlich <br> 3;sehr <br> 4;;;;;;;;
Acc_MC_lab_test;jrollwage;1.0;2.3.2;SingleChoiceBar;initialSTAI_S_08;;Ich fühle mich ausgeruht.;;;True;;;;;;_content.ExpSection.InstructionSection.initial;Bevor es los geht;False;4;überhaupt nicht <br> 1;ein wenig <br> 2;ziemlich <br> 3;sehr <br> 4;;;;;;;;
Acc_MC_lab_test;jrollwage;1.0;2.3.2;SingleChoiceBar;initialSTAI_S_09;;Ich bin beunruhigt.;;;True;;;;;;_content.ExpSection.InstructionSection.initial;Bevor es los geht;False;4;überhaupt nicht <br> 1;ein wenig <br> 2;ziemlich <br> 3;sehr <br> 4;;;;;;;;
